Orthogroup	Arabidopsis_lyrata	Arabidopsis_thaliana	Brassica_oleracea	Brassica_rapa	Capsella_rubella	Capsicum_annuum	Carica_papaya	Cicer_arietinum	Citrus_sinensis	Cucumis_melo	Cucumis_sativus	Eutrema_salsugineum	Fragaria_vesca	Glycine_max	Gossypium_hirsutum	Helianthus_annuus	Jatropha_curcas	Malus_domestica	Manihot_esculenta	Medicago_truncatula	Nicotiana_attenuata	Papaver_somniferum	Phaseolus_vulgaris	Populus_euphratica	Populus_trichocarpa	Prunus_mume	Prunus_persica	Pyrus_x_bretschneideri	Solanum_lycopersicum	Solanum_pennellii	Solanum_tuberosum	Vitis_vinifera	Total
OG0000000	0	0	174	39	2	199	0	61	41	32	32	141	58	236	276	301	63	44	56	92	268	65	1	59	90	81	95	25	257	310	157	80	3335
OG0000001	7	3	145	71	6	216	19	81	20	56	34	23	6	146	171	392	41	138	70	45	302	226	3	12	26	60	66	130	63	59	145	104	2886
OG0000002	3	1	62	48	10	56	9	67	28	34	30	16	25	79	284	295	20	27	101	15	226	154	6	7	26	7	6	11	46	49	54	24	1826
OG0000003	0	0	44	13	30	222	5	22	133	13	0	51	24	127	158	81	26	78	36	23	157	172	6	5	11	27	43	35	18	36	77	14	1687
OG0000004	3	6	27	11	43	12	11	39	89	21	16	5	92	107	42	56	31	133	58	151	17	0	41	47	85	114	131	118	6	3	19	46	1580
OG0000005	18	1	58	19	18	94	17	22	18	1	7	19	39	22	27	58	15	46	37	14	242	100	7	7	13	24	28	44	87	58	110	23	1293
OG0000006	32	0	55	60	7	16	0	66	76	9	31	33	45	93	57	137	0	61	9	51	140	133	8	1	0	8	11	36	20	38	48	10	1291
OG0000007	1	1	22	13	1	110	17	29	7	16	5	11	11	108	145	43	33	94	31	25	63	50	3	8	19	42	46	57	21	28	31	31	1122
OG0000008	1	11	11	18	5	94	0	21	38	6	3	4	23	33	20	89	3	86	27	68	91	91	1	3	43	67	95	40	3	14	80	0	1089
OG0000009	25	3	100	75	25	52	0	37	5	3	2	108	20	48	0	208	2	41	2	74	48	76	1	3	4	4	1	24	17	26	6	0	1040
OG0000010	22	7	30	31	10	13	6	8	71	8	11	10	45	21	53	49	32	107	62	55	11	64	20	25	37	25	27	100	12	10	18	14	1014
OG0000011	33	32	25	32	29	25	0	48	2	2	0	27	40	38	65	59	12	30	19	48	81	67	14	61	48	15	23	19	19	15	37	9	974
OG0000012	2	2	5	8	1	55	4	33	3	0	0	2	2	85	31	1	12	181	9	56	1	0	108	23	34	30	112	48	17	26	35	11	937
OG0000013	26	2	213	151	39	2	2	4	58	1	0	43	19	5	73	0	34	43	60	52	8	32	0	0	4	11	10	22	1	3	5	3	926
OG0000014	6	7	14	14	5	34	14	27	31	17	16	8	13	71	27	52	26	30	44	57	23	3	28	53	77	18	30	36	29	28	36	44	918
OG0000015	8	3	2	2	7	15	4	10	86	5	4	1	26	44	96	36	16	38	26	51	4	88	20	41	54	34	41	45	10	7	26	54	904
OG0000016	0	0	33	18	5	111	0	18	18	2	0	77	4	92	67	54	15	26	17	10	111	29	0	2	3	8	7	8	34	40	74	7	890
OG0000017	0	1	10	17	1	75	8	47	2	28	21	4	8	24	215	24	17	18	21	15	76	13	1	3	7	2	2	11	52	80	82	0	885
OG0000018	20	18	39	43	22	31	14	25	15	26	26	15	22	83	36	47	22	19	47	28	18	26	33	7	18	19	18	31	19	22	26	41	876
OG0000019	3	0	0	0	0	143	16	5	83	2	2	1	11	1	94	15	4	47	2	43	37	6	1	8	10	13	25	23	46	38	104	28	811
OG0000020	110	82	62	73	83	0	0	9	16	0	0	74	67	28	5	37	3	42	0	34	0	9	2	1	1	12	11	38	0	0	0	3	802
OG0000021	33	1	61	136	28	0	0	3	3	0	0	101	39	4	0	30	0	39	11	59	6	68	0	6	19	68	20	35	0	0	3	0	773
OG0000022	19	33	43	52	18	18	16	20	15	16	19	16	11	49	54	26	13	26	27	20	19	15	20	32	33	16	14	18	20	22	21	12	753
OG0000023	16	0	76	69	13	22	2	4	17	2	8	96	15	36	94	71	24	5	18	9	14	73	1	7	15	5	9	3	1	1	6	2	734
OG0000024	8	2	3	11	6	45	3	6	31	7	10	1	19	21	50	22	12	23	37	48	5	5	22	22	49	29	29	30	39	49	70	18	732
OG0000025	67	3	69	87	27	40	0	8	5	0	0	39	4	6	12	36	7	8	1	9	99	0	2	0	0	6	5	5	28	71	48	0	692
OG0000026	2	0	39	19	5	77	0	11	20	1	0	36	5	33	42	71	4	30	11	19	76	30	0	0	7	11	15	11	6	15	54	21	671
OG0000027	1	0	27	39	7	42	0	0	1	0	0	22	3	0	29	74	0	43	0	9	93	63	0	0	0	4	4	12	51	115	27	0	666
OG0000028	11	14	10	3	7	3	6	1	27	21	28	2	24	52	9	54	19	64	26	35	7	15	13	11	26	33	47	32	4	2	11	39	656
OG0000029	0	0	0	0	0	0	0	1	2	0	0	0	4	0	0	0	0	3	0	20	3	603	0	0	0	1	0	1	0	0	3	0	641
OG0000030	1	0	0	0	0	237	0	0	0	34	2	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	95	82	36	0	635
OG0000031	7	4	23	22	1	9	0	24	0	8	20	5	20	78	1	66	0	14	0	13	52	10	61	8	20	6	7	16	23	34	20	57	629
OG0000032	26	17	112	67	30	21	0	1	0	1	6	41	0	13	4	3	0	1	0	5	175	11	0	2	1	0	0	1	42	20	25	0	625
OG0000033	13	16	8	9	4	11	5	5	67	3	6	4	21	48	8	0	20	15	34	27	7	0	14	52	107	21	18	29	7	10	22	7	618
OG0000034	43	51	53	49	44	5	8	7	13	21	19	56	8	28	6	5	1	11	11	41	2	0	33	7	22	22	16	8	3	3	3	17	616
OG0000035	3	2	2	17	5	32	5	13	40	12	13	4	30	10	45	33	25	10	27	28	32	0	20	19	17	13	25	17	16	21	33	32	601
OG0000036	34	57	42	48	35	23	1	8	15	13	11	32	15	13	5	19	21	11	13	21	7	2	4	12	16	18	32	7	13	12	25	13	598
OG0000037	6	0	19	0	0	62	3	1	9	4	1	1	17	5	2	27	7	52	9	1	37	62	12	11	6	34	22	72	7	7	42	46	584
OG0000038	3	4	3	2	4	1	7	40	11	22	22	3	20	26	33	4	23	41	23	39	2	86	17	18	16	25	20	32	1	1	1	32	582
OG0000039	31	57	49	41	23	20	2	6	8	9	8	21	17	18	33	5	4	14	18	26	9	25	9	12	16	7	10	12	18	15	8	23	574
OG0000040	35	28	44	48	41	17	2	5	22	5	4	31	14	20	16	11	6	16	16	10	11	7	18	13	9	9	17	15	18	15	17	30	570
OG0000041	35	36	60	69	36	9	9	7	22	5	10	35	3	13	18	15	11	4	29	19	5	33	10	4	11	3	4	2	9	11	18	14	569
OG0000042	30	34	25	30	26	20	7	6	10	16	26	11	8	13	18	14	10	15	24	16	15	1	21	8	5	8	11	22	26	29	47	9	561
OG0000043	108	72	70	87	109	7	1	0	0	0	0	62	0	0	1	1	1	1	2	0	7	0	0	1	0	0	0	0	4	10	13	4	561
OG0000044	17	18	30	30	14	16	6	10	8	12	11	10	13	41	68	18	8	13	19	13	22	31	9	17	16	7	10	19	15	15	13	12	561
OG0000045	2	0	29	34	6	19	6	25	8	16	56	3	27	31	3	3	4	12	5	5	5	26	0	4	10	9	13	10	66	75	11	31	554
OG0000046	0	0	0	0	0	25	3	22	21	3	5	0	11	42	39	24	29	15	27	51	19	25	27	12	20	11	8	12	25	27	37	9	549
OG0000047	39	28	51	33	8	0	0	1	74	0	0	20	16	1	72	0	10	67	8	52	0	1	0	0	0	15	17	32	1	0	0	1	547
OG0000048	0	0	1	0	0	7	5	5	0	8	0	0	0	51	8	175	0	1	1	159	23	32	6	1	6	0	2	3	7	7	7	31	546
OG0000049	15	24	20	28	14	28	10	9	20	11	10	9	13	18	30	22	4	16	7	37	17	24	13	5	7	14	9	9	22	20	33	20	538
OG0000050	25	22	41	25	42	17	2	9	11	5	7	13	12	55	28	20	7	16	8	26	6	5	16	6	21	19	14	18	5	3	17	12	533
OG0000051	1	3	82	31	5	5	0	0	0	2	18	35	0	4	3	276	0	0	0	0	13	33	0	8	9	0	0	0	0	0	2	0	530
OG0000052	6	9	4	4	8	8	11	7	35	14	14	8	31	12	30	5	21	44	23	11	9	30	7	19	20	47	49	28	3	1	3	8	529
OG0000053	0	0	0	0	0	35	3	6	7	3	3	0	70	1	18	9	4	44	8	12	26	5	0	5	3	35	32	21	51	44	54	20	519
OG0000054	53	110	41	51	68	2	10	0	5	5	6	52	7	9	49	0	2	4	0	0	0	0	1	9	17	7	9	0	0	0	0	0	517
OG0000055	11	18	25	28	13	15	5	11	15	7	9	10	8	23	45	16	12	22	25	6	16	17	8	19	17	9	11	27	20	21	16	8	513
OG0000056	12	25	21	21	7	12	1	5	13	10	10	8	12	43	78	14	16	14	31	20	9	9	3	13	22	5	4	24	13	14	17	7	513
OG0000057	10	12	15	15	4	7	7	22	12	8	6	6	12	27	2	1	19	45	32	24	6	6	25	19	31	31	51	26	4	3	4	15	507
OG0000058	4	10	8	9	11	5	9	5	23	9	8	4	26	26	57	6	23	20	32	22	4	26	12	23	19	17	26	16	20	10	4	13	507
OG0000059	12	10	22	26	10	12	8	22	7	12	11	8	8	30	46	16	9	19	17	21	16	18	16	23	22	8	9	16	12	13	15	9	503
OG0000060	16	0	81	39	7	2	0	0	83	5	43	51	1	0	0	0	0	10	0	0	41	3	0	0	0	28	61	1	0	0	0	14	486
OG0000061	28	48	35	37	32	1	0	0	47	0	0	25	1	1	68	0	15	7	13	6	5	19	2	3	4	4	6	5	0	1	2	70	485
OG0000062	0	1	24	4	21	39	1	0	38	1	2	7	6	21	62	5	0	2	19	1	134	41	2	9	8	3	5	0	5	5	12	3	481
OG0000063	9	15	12	18	10	13	18	18	16	8	17	9	10	38	10	19	7	14	8	28	23	9	13	16	17	7	14	18	16	18	19	11	478
OG0000064	15	22	22	22	13	9	6	8	15	11	12	9	24	35	27	11	10	10	11	19	7	14	11	29	35	8	7	3	6	6	14	25	476
OG0000065	12	26	18	23	11	10	8	15	15	11	10	15	12	28	30	16	11	15	18	18	12	13	16	21	19	9	9	18	8	9	9	10	475
OG0000066	2	3	1	1	1	14	1	7	27	9	12	0	10	19	50	26	20	14	42	18	7	38	18	17	20	10	15	16	6	5	13	31	473
OG0000067	6	7	4	10	7	15	5	7	6	8	12	5	23	15	5	13	6	22	15	30	5	31	15	25	36	38	37	32	10	4	7	11	472
OG0000068	10	19	23	25	10	7	9	7	13	14	12	9	9	26	64	21	5	14	10	6	9	13	9	22	17	8	7	13	13	13	16	13	466
OG0000069	31	20	31	44	14	10	7	10	8	8	8	14	7	22	31	9	6	14	17	13	11	9	11	16	16	7	9	12	11	11	12	13	462
OG0000070	0	0	0	0	0	3	0	8	30	1	3	0	16	32	39	4	6	24	9	50	5	0	21	15	24	31	40	41	5	5	6	44	462
OG0000071	11	15	1	7	8	10	7	8	12	0	0	11	8	61	52	25	1	18	41	13	15	22	4	4	17	12	17	21	12	6	8	12	459
OG0000072	27	26	100	58	32	0	1	0	24	0	0	58	15	1	32	0	10	6	18	12	2	19	0	0	0	4	1	3	0	0	3	0	452
OG0000073	10	18	8	13	7	16	10	17	20	17	14	6	8	17	28	9	13	20	29	7	14	6	3	26	25	11	10	9	13	13	24	11	452
OG0000074	5	9	10	25	5	19	16	13	15	13	14	3	3	23	30	7	14	20	17	10	17	12	9	9	11	8	10	16	34	19	15	16	447
OG0000075	15	17	17	11	8	14	5	9	9	5	8	11	11	19	30	28	10	15	12	20	15	38	9	15	15	7	7	16	12	14	13	11	446
OG0000076	5	13	18	18	6	23	7	11	16	8	9	5	11	15	15	29	0	8	10	22	12	9	14	5	10	13	9	13	25	22	38	25	444
OG0000077	17	8	6	6	16	12	0	44	0	3	5	0	0	31	26	39	0	0	63	38	0	0	46	0	1	0	0	0	19	32	15	16	443
OG0000078	16	16	20	24	13	8	10	12	9	16	19	15	12	12	17	26	15	8	24	10	5	7	15	18	22	11	8	8	6	7	7	23	439
OG0000079	14	22	16	21	4	8	2	20	7	5	9	7	12	13	19	18	17	11	17	19	5	30	10	19	27	14	24	16	6	8	5	11	436
OG0000080	10	10	19	21	8	14	6	9	11	5	9	8	11	39	22	19	3	17	12	11	14	19	13	19	17	9	13	19	16	12	13	8	436
OG0000081	10	15	28	28	12	9	7	10	8	9	9	13	7	32	37	17	8	10	16	8	20	15	13	15	14	6	7	7	10	12	9	14	435
OG0000082	12	17	10	15	14	9	6	11	11	9	11	9	6	22	66	10	14	17	20	9	11	11	6	19	21	10	7	20	8	9	7	7	434
OG0000083	9	15	23	26	30	15	5	10	5	10	10	15	6	21	30	15	16	5	15	11	13	5	8	6	7	6	5	18	24	31	12	6	433
OG0000084	16	0	52	58	7	17	0	35	0	0	0	17	0	2	0	16	0	0	82	52	44	0	0	6	3	0	0	0	4	8	13	0	432
OG0000085	92	80	61	76	63	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431
OG0000086	15	16	14	15	17	4	6	21	12	17	15	10	9	40	58	6	9	11	13	17	6	6	6	22	17	5	7	13	5	6	4	8	430
OG0000087	11	13	17	22	14	8	8	13	19	10	9	9	14	27	30	23	5	19	11	27	4	0	15	21	27	11	13	12	1	4	4	8	429
OG0000088	11	13	15	14	11	5	7	6	8	7	7	10	13	23	37	13	11	24	19	10	7	7	9	23	18	17	15	24	7	6	6	18	421
OG0000089	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	420
OG0000090	27	43	18	38	43	7	3	4	1	0	0	10	17	11	32	0	4	21	12	4	3	11	3	2	2	31	33	6	4	3	3	23	419
OG0000091	4	9	13	14	7	21	7	13	7	13	18	4	6	30	37	8	6	13	18	8	19	15	6	11	8	2	8	10	24	23	24	13	419
OG0000092	4	1	1	2	6	23	1	2	7	3	0	5	8	66	4	20	5	45	3	2	55	24	0	1	1	23	14	24	1	2	7	58	418
OG0000093	2	0	2	2	1	77	0	0	34	5	2	0	18	1	46	2	4	42	14	0	19	13	0	14	18	16	10	10	6	4	7	48	417
OG0000094	12	19	11	9	10	13	9	4	21	2	3	29	3	15	37	0	2	7	34	12	3	10	5	15	30	12	13	8	3	4	15	46	416
OG0000095	7	5	16	26	6	8	11	8	12	13	11	6	6	14	34	25	11	28	12	11	13	29	2	17	21	3	6	10	12	11	14	8	416
OG0000096	0	0	0	0	0	0	10	0	105	0	0	0	58	0	19	1	1	37	10	0	1	4	0	23	41	23	23	26	1	1	1	29	414
OG0000097	0	0	0	0	0	9	2	5	1	0	0	0	19	24	9	0	6	25	17	25	8	11	41	17	39	31	26	23	8	12	30	21	409
OG0000098	14	18	20	38	12	9	5	13	15	8	8	21	3	30	30	7	2	9	23	9	10	12	8	13	14	6	2	10	9	13	3	13	407
OG0000099	14	20	11	14	8	25	2	9	11	11	9	3	9	18	16	12	1	12	6	10	15	23	4	22	22	8	8	17	16	20	20	10	406
OG0000100	13	14	17	18	12	1	1	3	34	0	0	8	20	6	52	27	6	7	23	3	2	7	7	26	34	22	18	5	3	1	2	13	405
OG0000101	9	13	12	14	8	17	8	7	23	12	13	1	7	7	30	34	19	4	11	9	10	18	10	12	16	7	6	6	15	8	17	20	403
OG0000102	10	10	15	16	9	11	4	10	8	7	7	11	7	18	35	17	11	13	13	11	12	19	8	22	25	9	9	13	10	11	10	10	401
OG0000103	25	26	21	23	23	1	5	23	4	19	17	15	9	7	11	7	2	5	5	12	4	43	41	8	2	9	7	8	4	2	3	9	400
OG0000104	7	13	12	12	6	14	5	14	13	12	8	8	7	37	45	10	5	16	15	11	12	22	12	8	10	8	9	8	9	9	11	12	400
OG0000105	16	22	17	20	14	9	12	4	15	5	5	8	9	30	24	13	2	35	9	8	10	14	8	16	14	5	4	11	16	11	11	3	400
OG0000106	13	25	11	14	7	15	1	3	11	16	11	9	38	2	6	7	2	20	5	2	6	29	0	17	31	16	19	14	14	7	11	17	399
OG0000107	10	24	15	15	8	18	5	7	5	8	6	12	16	18	44	12	10	15	10	9	13	7	5	13	20	9	7	11	11	12	12	11	398
OG0000108	8	14	26	26	7	14	7	8	13	10	13	10	4	29	41	7	5	13	11	12	7	6	2	15	16	6	8	9	12	12	8	10	389
OG0000109	9	15	15	26	6	8	7	12	18	11	7	20	8	22	16	32	4	6	9	17	8	26	15	4	7	4	9	9	8	5	9	17	389
OG0000110	8	10	15	18	11	5	6	11	15	2	8	10	16	19	33	17	9	8	10	23	5	18	8	13	11	14	16	15	8	7	4	11	384
OG0000112	8	9	16	16	10	11	5	7	18	9	5	5	16	11	16	9	9	8	27	12	9	24	10	11	11	14	16	7	9	9	14	15	376
OG0000113	0	0	0	0	0	17	0	1	18	3	1	0	24	0	59	14	1	23	28	1	2	8	0	29	37	11	19	18	12	12	25	13	376
OG0000114	21	19	11	22	13	0	18	16	9	14	8	27	5	14	23	7	7	13	11	13	0	6	10	8	6	16	14	7	1	1	1	33	374
OG0000115	4	4	10	7	7	5	8	12	20	0	0	3	15	29	37	19	8	20	15	13	7	5	18	16	20	16	11	21	5	6	5	7	373
OG0000116	4	17	9	11	9	22	1	13	23	7	7	6	5	12	17	22	3	11	3	20	9	16	3	7	8	6	11	11	17	14	25	23	372
OG0000117	10	3	40	66	2	5	0	1	2	9	0	7	7	11	32	48	0	11	0	34	11	30	0	3	20	3	6	5	1	2	0	3	372
OG0000118	0	0	0	0	0	15	2	7	7	2	2	0	19	19	17	10	12	27	12	13	7	22	16	22	22	21	19	37	9	8	10	14	371
OG0000119	0	0	0	0	0	12	0	6	4	0	0	0	0	18	26	48	4	3	5	107	1	7	21	32	33	5	5	1	5	5	19	3	370
OG0000120	7	0	29	24	2	19	0	30	21	19	1	5	12	1	39	12	0	12	23	9	23	20	1	1	4	4	7	13	6	6	16	2	368
OG0000121	6	10	27	19	5	16	7	4	2	0	0	10	4	31	84	4	9	11	12	5	6	9	3	5	11	13	9	6	9	10	6	14	367
OG0000122	59	5	73	64	37	6	0	0	0	0	0	74	0	0	0	3	0	0	0	6	34	0	1	0	0	0	0	0	0	0	0	0	362
OG0000123	4	12	6	8	3	9	6	2	5	4	13	9	6	27	24	32	2	15	8	21	2	4	21	8	22	14	16	14	8	12	4	20	361
OG0000124	9	10	14	14	7	11	6	7	5	7	6	8	8	17	24	25	3	13	10	13	14	26	10	15	15	6	6	16	11	11	7	6	360
OG0000125	0	0	12	0	0	48	11	9	7	16	0	3	2	20	23	25	6	10	9	5	37	28	1	5	4	6	9	18	10	8	16	12	360
OG0000126	7	8	14	11	5	7	9	10	15	7	9	6	8	28	41	8	5	13	21	12	10	14	8	11	12	5	6	21	8	7	4	9	359
OG0000127	89	63	47	60	59	0	0	0	0	0	0	35	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	356
OG0000128	13	29	17	26	11	11	7	4	11	7	7	8	6	13	25	8	5	7	15	5	5	7	5	21	20	7	7	10	14	9	9	4	353
OG0000129	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	349	1	0	0	0	0	0	0	0	0	0	352
OG0000130	1	1	1	1	1	48	1	7	1	0	0	1	30	8	5	1	6	9	6	56	31	4	2	6	5	5	5	2	28	21	51	7	351
OG0000131	0	0	4	1	2	21	2	15	6	10	1	5	1	31	63	31	10	3	7	4	26	52	0	0	1	0	0	1	11	22	16	4	350
OG0000132	12	11	14	13	9	12	4	5	4	5	4	8	5	12	25	31	6	8	8	14	13	33	9	13	6	8	7	11	12	9	14	4	349
OG0000133	3	6	16	8	3	12	9	13	10	6	7	5	9	30	21	21	10	12	15	14	15	4	10	11	16	8	12	10	7	7	8	11	349
OG0000134	10	2	38	7	3	2	0	1	0	0	0	1	0	26	0	110	13	0	2	10	4	89	3	0	0	0	0	0	9	13	6	0	349
OG0000135	1	1	1	1	0	3	4	7	7	0	0	1	17	14	5	0	9	27	27	41	6	2	4	19	25	23	31	24	3	4	5	37	349
OG0000136	13	24	23	25	15	10	3	5	9	11	7	11	6	13	21	17	4	6	12	3	10	11	5	20	13	4	4	3	12	10	8	9	347
OG0000137	14	14	28	32	12	11	4	4	10	5	7	13	9	12	26	13	2	8	13	12	6	28	4	7	9	7	5	5	9	5	4	7	345
OG0000138	0	0	0	0	0	9	7	6	31	7	5	0	18	13	33	4	3	11	11	9	8	23	5	20	21	19	16	19	9	9	10	19	345
OG0000139	0	0	0	0	0	3	0	3	1	7	6	0	1	4	25	0	7	43	87	16	6	0	1	10	35	6	10	23	0	0	2	47	343
OG0000140	8	9	28	31	11	5	4	9	5	5	4	10	5	16	11	11	3	10	10	14	9	23	5	12	14	10	17	12	6	9	9	7	342
OG0000141	5	5	8	6	4	23	34	11	15	4	6	7	8	8	14	14	6	7	10	29	11	11	8	12	14	7	7	5	8	7	13	15	342
OG0000142	9	6	5	6	6	7	14	6	9	9	9	4	7	19	21	17	15	11	19	8	11	22	11	15	14	6	8	8	5	9	13	12	341
OG0000143	8	13	15	14	10	12	4	10	10	5	7	10	6	20	33	11	8	15	10	5	8	10	9	13	15	4	6	14	10	9	10	7	341
OG0000144	9	9	9	13	5	8	2	13	11	7	7	5	7	21	46	15	4	11	23	9	13	15	5	15	15	4	4	6	8	8	8	6	341
OG0000145	2	0	98	28	6	3	2	36	2	2	9	35	1	32	5	40	1	1	16	1	3	8	0	3	1	1	1	1	2	1	0	0	341
OG0000146	12	19	29	29	9	5	6	4	9	5	5	11	6	16	22	10	6	13	11	7	7	10	4	18	16	2	5	12	5	9	11	7	340
OG0000147	9	7	15	14	7	15	5	9	5	7	9	8	7	16	25	21	9	10	12	10	19	8	9	10	9	6	6	7	12	13	14	5	338
OG0000148	0	0	0	0	0	43	0	0	0	0	0	0	1	0	0	0	2	2	0	7	162	0	1	0	0	0	0	0	26	22	72	0	338
OG0000149	0	0	0	0	0	3	7	5	16	1	0	0	8	26	28	0	8	11	62	15	2	3	26	34	34	10	8	13	1	1	4	11	337
OG0000150	9	10	21	19	9	7	3	10	8	8	8	8	6	19	31	26	5	10	8	11	8	12	10	11	11	5	5	8	5	8	9	8	336
OG0000151	17	23	24	35	37	9	2	14	2	0	3	14	2	15	17	7	2	7	7	3	1	21	4	6	16	8	4	21	0	2	2	11	336
OG0000152	10	11	14	16	8	7	7	7	7	9	7	8	6	18	16	16	12	9	19	9	8	16	8	18	17	5	5	11	6	7	6	12	335
OG0000153	9	9	26	19	15	6	5	7	10	3	4	8	5	40	24	9	5	11	13	5	4	5	5	18	13	2	5	14	8	14	6	8	335
OG0000154	8	12	21	23	11	2	9	7	9	17	8	6	4	25	26	17	6	8	10	9	5	10	6	15	15	4	5	8	4	6	7	12	335
OG0000155	6	8	25	16	6	4	5	7	6	8	10	6	5	27	32	11	9	18	13	5	8	8	8	16	15	7	11	11	5	3	5	10	334
OG0000156	9	14	20	27	13	9	9	9	7	11	7	9	4	16	23	10	11	4	12	9	5	15	8	12	10	8	5	10	5	5	6	10	332
OG0000157	7	13	16	16	7	6	9	9	10	6	6	8	7	20	30	17	7	12	16	10	9	8	9	10	11	6	6	12	7	8	7	7	332
OG0000158	4	6	13	16	2	5	4	7	13	9	18	3	8	16	45	8	3	22	12	4	8	3	3	12	17	10	2	10	8	12	12	16	331
OG0000159	11	7	12	14	8	8	3	3	5	9	7	4	7	15	29	32	2	9	7	14	5	55	10	3	2	8	8	3	5	5	13	7	330
OG0000160	4	7	14	14	5	9	3	7	3	3	3	4	3	18	19	12	4	16	25	8	5	22	5	11	10	6	8	29	14	11	14	10	326
OG0000161	14	14	19	14	9	7	3	4	9	2	2	13	3	21	59	13	2	6	8	2	8	3	3	12	6	3	3	7	16	23	11	6	325
OG0000162	24	20	16	18	20	2	12	2	18	4	5	17	11	3	8	35	3	14	7	6	3	1	3	5	6	11	9	13	9	6	7	6	324
OG0000163	6	10	12	15	5	8	6	5	8	3	3	6	5	10	60	27	6	9	9	3	12	19	4	12	13	4	4	8	10	8	8	6	324
OG0000164	7	20	13	17	7	9	2	3	5	3	4	9	6	10	47	15	8	14	7	5	12	9	6	15	11	5	8	13	10	11	9	3	323
OG0000165	14	13	7	26	6	3	0	8	0	0	0	7	17	15	24	21	7	36	0	40	7	0	15	2	2	11	7	17	2	7	6	3	323
OG0000166	4	11	12	7	3	15	3	3	8	15	12	4	4	19	23	11	18	14	15	5	13	30	2	8	15	3	4	8	7	10	12	5	323
OG0000167	8	7	7	11	5	13	5	14	6	7	7	6	6	22	11	17	10	9	10	14	11	16	7	4	5	10	12	8	14	15	14	12	323
OG0000168	0	0	0	0	0	0	10	7	28	2	6	0	22	3	45	0	9	19	50	27	0	0	3	9	24	2	1	19	0	0	0	33	319
OG0000169	7	6	12	13	6	5	4	6	8	13	28	4	10	13	40	6	2	7	28	4	3	1	9	8	8	17	25	8	2	2	2	10	317
OG0000170	10	8	9	8	8	22	2	7	4	7	7	8	5	19	7	14	9	8	13	21	13	0	6	5	3	6	5	5	18	24	23	13	317
OG0000171	4	5	8	7	7	1	15	12	7	17	13	5	9	23	38	0	9	12	22	6	4	7	9	12	19	16	11	3	1	1	1	13	317
OG0000172	6	7	19	40	5	8	3	4	4	8	16	9	3	19	16	4	2	16	19	4	11	3	3	9	7	3	5	16	14	21	7	6	317
OG0000173	0	0	0	0	0	12	4	0	0	0	0	0	7	0	24	5	7	64	7	0	11	0	0	2	12	45	32	47	12	9	17	0	317
OG0000174	8	8	9	14	9	12	2	5	20	6	8	6	11	12	13	17	14	12	9	11	10	1	6	10	14	8	7	3	11	10	16	14	316
OG0000175	3	6	3	3	2	6	4	12	6	7	10	4	3	30	26	13	2	6	8	22	4	38	13	22	17	3	3	20	5	5	4	5	315
OG0000176	10	12	13	24	10	14	6	6	4	2	2	8	6	15	15	24	3	10	5	12	10	21	7	5	6	7	6	8	12	11	19	2	315
OG0000177	6	10	10	10	5	10	4	10	6	4	4	4	10	19	19	8	5	9	8	27	9	30	12	12	10	4	6	8	9	9	11	7	315
OG0000178	6	7	6	5	5	11	3	2	22	13	13	4	4	13	24	9	4	5	4	12	5	33	12	21	18	8	9	8	8	7	9	4	314
OG0000179	8	6	13	14	5	6	4	5	5	9	11	9	6	32	37	10	8	9	14	7	9	11	7	15	13	4	5	11	6	6	5	4	314
OG0000180	0	0	0	0	0	3	3	13	8	0	0	0	13	13	12	0	7	29	12	32	4	11	11	17	19	20	9	12	11	2	6	47	314
OG0000181	6	15	8	6	5	8	6	8	13	11	11	8	14	11	9	5	11	15	17	16	12	8	8	8	19	6	10	3	12	10	12	2	313
OG0000182	16	16	17	35	18	9	1	9	6	6	7	20	0	9	9	16	9	0	11	23	12	8	10	7	6	0	0	0	6	11	9	6	312
OG0000183	13	7	10	6	10	2	6	7	21	2	3	6	6	8	18	12	9	6	19	5	0	0	4	20	33	9	22	7	1	2	3	35	312
OG0000184	9	11	11	17	8	8	3	10	6	10	6	7	5	18	16	8	5	11	13	15	9	11	10	13	13	5	5	17	8	8	6	8	310
OG0000185	8	24	9	15	6	13	8	9	2	8	2	5	5	20	12	9	8	6	12	6	15	5	10	23	13	7	6	8	8	7	7	13	309
OG0000186	3	13	13	14	4	11	8	6	8	8	7	4	5	26	20	13	5	14	16	7	8	8	8	18	15	2	8	7	9	7	7	6	308
OG0000187	6	7	13	16	3	17	4	11	3	9	9	6	3	16	7	2	2	9	6	24	18	4	4	20	21	7	5	12	12	11	12	8	307
OG0000188	9	12	13	16	9	13	5	6	4	4	4	10	6	8	11	9	9	14	12	6	11	7	7	11	21	7	5	13	13	15	10	7	307
OG0000189	71	65	31	39	55	0	0	0	0	0	0	33	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	307
